ts,swod_held_groups,swod_hold_cnt,swod_skip_check_cnt,swod_skip_cnt,swod_success_release_cnt,swod_timeout_release_cnt,swod_pressure_release_cnt,swod_gc_pick_bg_cnt,swod_gc_pick_fg_cnt,swod_gc_fallback_cnt,gc_background_calls,moved_blocks_background,moved_blocks_foreground,avg_vblocks,dirty_segments,free_segments,ovp_segments,gc_urgent,gc_idle
2026-04-08 04:58:09,0,124933,77533,6960,4965,46174,73794,352,0,32,711,6163,0,163,30509,1781121,3833,4,4
2026-04-08 04:58:10,0,124933,77685,6960,4965,46174,73794,352,0,32,713,6167,0,163,30499,1781121,3833,4,4
2026-04-08 04:58:11,0,124933,77845,6960,4965,46174,73794,352,0,32,715,6171,0,163,30499,1781121,3833,4,4
2026-04-08 04:58:13,0,124933,77997,6960,4965,46174,73794,352,0,32,717,6175,0,163,30499,1781121,3833,4,4
2026-04-08 04:58:14,0,124933,78149,6960,4965,46174,73794,352,0,32,719,6179,0,163,30499,1781121,3833,4,4
2026-04-08 04:58:15,0,124933,78309,6960,4965,46174,73794,352,0,32,722,6185,0,163,30499,1781121,3833,4,4
2026-04-08 04:58:16,0,124933,78461,6960,4965,46174,73794,352,0,32,724,6189,0,163,30489,1781121,3833,4,4
2026-04-08 04:58:17,0,124933,78621,6960,4965,46174,73794,352,0,32,726,6193,0,163,30489,1781121,3833,4,4
2026-04-08 04:58:18,0,124933,78773,6960,4965,46174,73794,352,0,32,728,6197,0,163,30489,1781121,3833,4,4
2026-04-08 04:58:19,0,124933,78933,6960,4965,46174,73794,352,0,32,730,6201,0,163,30489,1781121,3833,4,4
2026-04-08 04:58:20,0,124933,79085,6960,4965,46174,73794,352,0,32,732,6205,0,163,30489,1781121,3833,4,4
2026-04-08 04:58:21,0,124933,79245,6960,4965,46174,73794,352,0,32,734,6209,0,163,30479,1781121,3833,4,4
2026-04-08 04:58:22,0,124933,79397,6960,4965,46174,73794,352,0,32,736,6213,0,163,30479,1781121,3833,4,4
2026-04-08 04:58:23,0,124933,79557,6960,4965,46174,73794,352,0,32,739,6219,0,163,30479,1781121,3833,4,4
2026-04-08 04:58:25,0,124933,79709,6960,4965,46174,73794,352,0,32,741,6223,0,163,30479,1781121,3833,4,4
2026-04-08 04:58:26,0,124933,79869,6960,4965,46174,73794,352,0,32,743,6227,0,163,30469,1781121,3833,4,4
2026-04-08 04:58:27,0,124933,80021,6960,4965,46174,73794,352,0,32,745,6231,0,163,30469,1781121,3833,4,4
2026-04-08 04:58:28,0,124933,80181,6960,4965,46174,73794,352,0,32,747,6235,0,163,30469,1781121,3833,4,4
2026-04-08 04:58:29,0,124933,80333,6960,4965,46174,73794,352,0,32,749,6239,0,163,30469,1781121,3833,4,4
2026-04-08 04:58:30,0,124933,80493,6960,4965,46174,73794,352,0,32,751,6243,0,163,30469,1781121,3833,4,4
2026-04-08 04:58:31,0,124933,80645,6960,4965,46174,73794,352,0,32,754,6249,0,163,30459,1781121,3833,4,4
2026-04-08 04:58:32,0,124933,80805,6960,4965,46174,73794,352,0,32,756,6253,0,163,30459,1781121,3833,4,4
2026-04-08 04:58:33,0,124933,80957,6960,4965,46174,73794,352,0,32,758,6257,0,163,30459,1781121,3833,4,4
2026-04-08 04:58:34,0,124933,81109,6960,4965,46174,73794,352,0,32,760,6261,0,163,30459,1781121,3833,4,4
2026-04-08 04:58:35,0,124933,81269,6960,4965,46174,73794,352,0,32,762,6265,0,163,30459,1781121,3833,4,4
2026-04-08 04:58:37,0,124933,81421,6960,4965,46174,73794,352,0,32,764,6269,0,163,30449,1781121,3833,4,4
2026-04-08 04:58:38,0,124933,81581,6960,4965,46174,73794,352,0,32,766,6273,0,163,30449,1781121,3833,4,4
2026-04-08 04:58:39,0,124933,81733,6960,4965,46174,73794,352,0,32,768,6277,0,163,30449,1781121,3833,4,4
2026-04-08 04:58:40,0,124933,81893,6960,4965,46174,73794,352,0,32,771,6283,0,163,30449,1781121,3833,4,4
2026-04-08 04:58:41,0,124933,82045,6960,4965,46174,73794,352,0,32,773,6287,0,163,30439,1781121,3833,4,4
2026-04-08 04:58:42,0,124933,82205,6960,4965,46174,73794,352,0,32,775,6291,0,163,30439,1781121,3833,4,4
2026-04-08 04:58:43,0,124933,82357,6960,4965,46174,73794,352,0,32,777,6295,0,163,30439,1781121,3833,4,4
2026-04-08 04:58:44,0,124933,82517,6960,4965,46174,73794,352,0,32,779,6299,0,163,30439,1781121,3833,4,4
2026-04-08 04:58:45,0,124933,82669,6960,4965,46174,73794,352,0,32,781,6303,0,163,30439,1781121,3833,4,4
2026-04-08 04:58:46,0,124933,82829,6960,4965,46174,73794,352,0,32,783,6307,0,163,30429,1781121,3833,4,4
2026-04-08 04:58:47,0,124933,82981,6960,4965,46174,73794,352,0,32,785,6311,0,163,30429,1781121,3833,4,4
2026-04-08 04:58:49,0,124933,83141,6960,4965,46174,73794,352,0,32,788,6317,0,163,30430,1781240,3833,4,4
2026-04-08 04:58:50,0,124933,83301,6960,4965,46174,73794,352,0,32,790,6321,0,163,30430,1781240,3833,4,4
2026-04-08 04:58:51,0,124933,83453,6960,4965,46174,73794,352,0,32,792,6325,0,163,30430,1781240,3833,4,4
2026-04-08 04:58:52,0,124933,83605,6960,4965,46174,73794,352,0,32,794,6329,0,163,30420,1781240,3833,4,4
2026-04-08 04:58:53,0,124933,83765,6960,4965,46174,73794,352,0,32,796,6333,0,163,30420,1781240,3833,4,4
2026-04-08 04:58:54,0,124933,83917,6960,4965,46174,73794,352,0,32,798,6337,0,163,30420,1781240,3833,4,4
2026-04-08 04:58:55,0,124933,84077,6960,4965,46174,73794,352,0,32,800,6341,0,163,30420,1781240,3833,4,4
2026-04-08 04:58:56,0,124933,84229,6960,4965,46174,73794,352,0,32,803,6347,0,163,30410,1781240,3833,4,4
2026-04-08 04:58:57,0,124933,84389,6960,4965,46174,73794,352,0,32,805,6351,0,163,30410,1781240,3833,4,4
2026-04-08 04:58:58,0,124933,84541,6960,4965,46174,73794,352,0,32,807,6355,0,163,30410,1781240,3833,4,4
2026-04-08 04:58:59,0,124933,84701,6960,4965,46174,73794,352,0,32,809,6359,0,163,30410,1781240,3833,4,4
2026-04-08 04:59:01,0,124933,84853,6960,4965,46174,73794,352,0,32,811,6363,0,163,30410,1781240,3833,4,4
2026-04-08 04:59:02,0,124933,85013,6960,4965,46174,73794,352,0,32,813,6367,0,163,30400,1781240,3833,4,4
2026-04-08 04:59:03,0,124933,85165,6960,4965,46174,73794,352,0,32,815,6371,0,163,30400,1781240,3833,4,4
2026-04-08 04:59:04,0,124933,85325,6960,4965,46174,73794,352,0,32,817,6375,0,163,30400,1781240,3833,4,4
2026-04-08 04:59:05,0,124933,85477,6960,4965,46174,73794,352,0,32,820,6381,0,163,30400,1781240,3833,4,4
2026-04-08 04:59:06,0,124933,85629,6960,4965,46174,73794,352,0,32,822,6385,0,163,30400,1781240,3833,4,4
2026-04-08 04:59:07,0,124933,85789,6960,4965,46174,73794,352,0,32,824,6389,0,163,30390,1781240,3833,4,4
2026-04-08 04:59:08,0,124933,85941,6960,4965,46174,73794,352,0,32,826,6393,0,163,30390,1781240,3833,4,4
2026-04-08 04:59:09,0,124933,86101,6960,4965,46174,73794,352,0,32,828,6397,0,163,30390,1781240,3833,4,4
